"TOA5","CR6Series","CR6","10158","CR6.Std.09.02 CR6-WIFI.04.00.01","CPU:McGill_University_Program_Version32.CR6 Jan 17th modif2.cr6","43233","CS120A_Data"
"TIMESTAMP","RECORD","Message_ID","Sensor_ID","System_status","Interval_time","Visibilitystr","VisibilityUnits","Averaging_duration","User_alarm_1","User_alarm_2","Emitter_failure","Emitter_lens_dirty","Emitter_temp_error","Detector_lens_dirty","Detector_temp_error","Detector_saturated","Hood_temp_error","Signature_error","Flash_read_error","Flash_write_error","checksumrx"
"TS","RN","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-02-01 08:30:00",4237,"2","0","0","60","7077","M","1","0","0","0","0","0","0","0","0","0","0","0","0","742C"
"2020-02-01 08:35:00",4238,"2","0","0","60","5747","M","1","0","0","0","0","0","0","0","0","0","0","0","0","473D"
"2020-02-01 08:40:00",4239,"2","0","0","60","4898","M","1","0","0","0","0","0","0","0","0","0","0","0","0","D5B7"
"2020-02-01 08:45:00",4240,"2","0","0","60","5193","M","1","0","0","0","0","0","0","0","0","0","0","0","0","C5C8"
"2020-02-01 08:50:00",4241,"2","0","0","60","5524","M","1","0","0","0","0","0","0","0","0","0","0","0","0","7C07"
"2020-02-01 08:55:00",4242,"2","0","0","60","5362","M","1","0","0","0","0","0","0","0","0","0","0","0","0","4EF8"
"2020-02-01 09:00:00",4243,"2","0","0","60","4750","M","1","0","0","0","0","0","0","0","0","0","0","0","0","E594"
"2020-02-01 09:05:00",4244,"2","0","0","60","4023","M","1","0","0","0","0","0","0","0","0","0","0","0","0","417E"
"2020-02-01 09:10:00",4245,"2","0","0","60","4585","M","1","0","0","0","0","0","0","0","0","0","0","0","0","8F61"
"2020-02-01 09:15:00",4246,"2","0","0","60","5024","M","1","0","0","0","0","0","0","0","0","0","0","0","0","EAC8"
"2020-02-01 09:20:00",4247,"2","0","0","60","4963","M","1","0","0","0","0","0","0","0","0","0","0","0","0","DAE7"
"2020-02-01 09:25:00",4248,"2","0","0","60","5561","M","1","0","0","0","0","0","0","0","0","0","0","0","0","5B66"
"2020-02-01 09:30:00",4249,"2","0","0","60","4332","M","1","0","0","0","0","0","0","0","0","0","0","0","0","3ADD"
"2020-02-01 09:35:00",4250,"2","0","0","60","4642","M","1","0","0","0","0","0","0","0","0","0","0","0","0","934F"
"2020-02-01 09:40:00",4251,"2","0","0","60","6411","M","1","0","0","0","0","0","0","0","0","0","0","0","0","01D8"
"2020-02-01 09:45:00",4252,"2","0","0","60","7651","M","1","0","0","0","0","0","0","0","0","0","0","0","0","7091"
"2020-02-01 09:50:00",4253,"2","0","0","60","7867","M","1","0","0","0","0","0","0","0","0","0","0","0","0","4CFF"
"2020-02-01 09:55:00",4254,"2","0","0","60","6434","M","1","0","0","0","0","0","0","0","0","0","0","0","0","10FB"
"2020-02-01 10:00:00",4255,"2","0","0","60","5422","M","1","0","0","0","0","0","0","0","0","0","0","0","0","F038"
"2020-02-01 10:05:00",4256,"2","0","0","60","6228","M","1","0","0","0","0","0","0","0","0","0","0","0","0","095D"
"2020-02-01 10:10:00",4257,"2","0","0","60","6117","M","1","0","0","0","0","0","0","0","0","0","0","0","0","9501"
"2020-02-01 10:15:00",4258,"2","0","0","60","6807","M","1","0","0","0","0","0","0","0","0","0","0","0","0","23FB"
"2020-02-01 10:20:00",4259,"2","0","0","60","6674","M","1","0","0","0","0","0","0","0","0","0","0","0","0","38F4"
