"TOA5","CR6Series","CR6","10158","CR6.Std.09.02 CR6-WIFI.04.00.01","CPU:McGill_University_Program_Version32.CR6 Feb 3rd.cr6","64318","TPS_3100_Data"
"TIMESTAMP","RECORD","RX","TPS_Time_Sec","TPS_Precip_Rate_1minAvg_mmHr","TPS_Total_Accum_mm","TPS_Pwr_Sensor_W","TPS_Pwr_Ref_W","TPS_Amb_Temp_C","TPS_Enc_Temp_C","TPS_Wind_Spd_ms","TPS_Coll_Eff","TPS_Pwr_Offset_W","TPS_Pwr_OffsetRad_W","TPS_Raw_Precip_Rate_1minAvg_mmHr","TPS_Raw_Precip_Rate_5minAvg_mmHr","TPS_Solar_Rad_Wm2","TPS_Net_Rad_Wm2","TPS_Baro_Press_mbar","TPS_Air_Temp_C","TPS_RH_perc"
"TS","RN","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-02-28 06:40:00",7033," 1582873361,00.00,00001.37,061.6,062.0,-08.1,001.7,02.4,0.754,000.9,000.1,-0.16,-0.39,0003,-039,0981.1,-07.9,44.1  ",1.582873E+09,0,1.37,61.6,62,-8.1,1.7,2.4,0.754,0.9,0.1,-0.16,-0.39,3,-39,981.1,-7.9,44.1
"2020-02-28 06:45:00",7034," 1582873661,00.00,00001.37,076.8,078.3,-08.2,001.7,03.5,0.622,001.1,000.1,-0.30,-0.44,0003,-050,0981.1,-07.9,44.1  ",1.582874E+09,0,1.37,76.8,78.3,-8.2,1.7,3.5,0.622,1.1,0.1,-0.3,-0.44,3,-50,981.1,-7.9,44.1
"2020-02-28 06:50:00",7035," 1582873961,00.00,00001.37,084.1,085.1,-08.3,001.6,03.9,0.576,001.2,000.1,-0.24,-0.43,0002,-052,0981.1,-08.0,44.2  ",1.582874E+09,0,1.37,84.1,85.1,-8.3,1.6,3.9,0.576,1.2,0.1,-0.24,-0.43,2,-52,981.1,-8,44.2
"2020-02-28 06:55:00",7036," 1582874261,00.00,00001.37,069.0,073.5,-08.2,001.6,03.1,0.658,001.0,000.1,-0.63,-0.37,0002,-040,0981.0,-08.0,44.3  ",1.582874E+09,0,1.37,69,73.5,-8.2,1.6,3.1,0.658,1,0.1,-0.63,-0.37,2,-40,981,-8,44.3
"2020-02-28 07:00:00",7037," 1582874561,00.00,00001.37,070.6,073.1,-08.3,001.7,03.1,0.662,001.0,000.1,-0.40,-0.53,0003,-039,0981.0,-08.0,44.3  ",1.582875E+09,0,1.37,70.6,73.1,-8.3,1.7,3.1,0.662,1,0.1,-0.4,-0.53,3,-39,981,-8,44.3
"2020-02-28 07:05:00",7038," 1582874861,00.00,00001.37,071.8,072.2,-08.2,001.6,03.0,0.669,001.0,000.1,-0.17,-0.41,0002,-046,0981.1,-08.0,44.2  ",1.582875E+09,0,1.37,71.8,72.2,-8.2,1.6,3,0.669,1,0.1,-0.17,-0.41,2,-46,981.1,-8,44.2
"2020-02-28 07:10:00",7039," 1582875161,00.00,00001.37,073.6,075.0,-08.2,001.6,03.2,0.647,001.1,000.1,-0.28,-0.31,0002,-041,0981.1,-07.9,44.1  ",1.582875E+09,0,1.37,73.6,75,-8.2,1.6,3.2,0.647,1.1,0.1,-0.28,-0.31,2,-41,981.1,-7.9,44.1
"2020-02-28 07:15:00",7040," 1582875461,00.00,00001.37,075.2,075.7,-08.2,001.6,03.3,0.641,001.1,000.1,-0.18,-0.26,0002,-031,0980.9,-07.9,44.0  ",1.582876E+09,0,1.37,75.2,75.7,-8.2,1.6,3.3,0.641,1.1,0.1,-0.18,-0.26,2,-31,980.9,-7.9,44
"2020-02-28 07:20:00",7041," 1582875761,00.00,00001.37,069.9,069.2,-08.3,001.6,02.8,0.693,001.0,000.1,-0.04,-0.24,0003,-042,0981.1,-07.9,44.0  ",1.582876E+09,0,1.37,69.9,69.2,-8.3,1.6,2.8,0.693,1,0.1,-0.04,-0.24,3,-42,981.1,-7.9,44
"2020-02-28 07:25:00",7042," 1582876061,00.00,00001.37,095.0,096.4,-08.0,001.6,04.8,0.507,001.3,000.1,-0.30,-0.44,0002,-041,0980.7,-07.9,43.9  ",1.582876E+09,0,1.37,95,96.4,-8,1.6,4.8,0.507,1.3,0.1,-0.3,-0.44,2,-41,980.7,-7.9,43.9
"2020-02-28 07:30:00",7043," 1582876361,00.00,00001.37,079.4,080.0,-08.1,001.7,03.6,0.609,001.1,000.1,-0.21,-0.47,0003,-041,0980.7,-07.9,43.9  ",1.582876E+09,0,1.37,79.4,80,-8.1,1.7,3.6,0.609,1.1,0.1,-0.21,-0.47,3,-41,980.7,-7.9,43.9
"2020-02-28 07:35:00",7044," 1582876661,00.00,00001.37,088.0,089.4,-08.2,001.8,04.3,0.548,001.2,000.1,-0.30,-0.37,0002,-041,0980.8,-07.9,44.0  ",1.582877E+09,0,1.37,88,89.4,-8.2,1.8,4.3,0.548,1.2,0.1,-0.3,-0.37,2,-41,980.8,-7.9,44
"2020-02-28 07:40:00",7045," 1582876961,00.00,00001.37,095.2,095.6,-08.3,001.7,04.7,0.513,001.3,000.1,-0.20,-0.41,0002,-041,0980.8,-08.0,44.0  ",1.582877E+09,0,1.37,95.2,95.6,-8.3,1.7,4.7,0.513,1.3,0.1,-0.2,-0.41,2,-41,980.8,-8,44
"2020-02-28 07:45:00",7046," 1582877261,00.00,00001.37,066.0,064.9,-08.3,001.7,02.5,0.730,001.0,000.1,00.01,-0.46,0003,-043,0980.9,-08.0,44.1  ",1.582877E+09,0,1.37,66,64.9,-8.3,1.7,2.5,0.73,1,0.1,0.01,-0.46,3,-43,980.9,-8,44.1
"2020-02-28 07:50:00",7047," 1582877561,00.00,00001.37,066.2,069.2,-08.4,001.7,02.8,0.694,001.0,000.1,-0.45,-0.41,0002,-045,0980.9,-08.1,44.2  ",1.582878E+09,0,1.37,66.2,69.2,-8.4,1.7,2.8,0.694,1,0.1,-0.45,-0.41,2,-45,980.9,-8.1,44.2
"2020-02-28 07:55:00",7048," 1582877861,00.00,00001.37,081.6,081.5,-08.3,001.6,03.7,0.600,001.1,000.1,-0.13,-0.50,0003,-047,0980.8,-08.0,44.1  ",1.582878E+09,0,1.37,81.6,81.5,-8.3,1.6,3.7,0.6,1.1,0.1,-0.13,-0.5,3,-47,980.8,-8,44.1
"2020-02-28 08:00:00",7049," 1582878161,00.00,00001.37,070.0,073.3,-08.3,001.6,03.1,0.660,001.0,000.1,-0.49,-0.43,0002,-047,0980.8,-08.0,43.9  ",1.582878E+09,0,1.37,70,73.3,-8.3,1.6,3.1,0.66,1,0.1,-0.49,-0.43,2,-47,980.8,-8,43.9
"2020-02-28 08:05:00",7050," 1582878461,00.00,00001.37,072.9,073.5,-08.3,001.6,03.1,0.659,001.0,000.1,-0.19,-0.44,0002,-048,0981.0,-08.1,44.1  ",1.582878E+09,0,1.37,72.9,73.5,-8.3,1.6,3.1,0.659,1,0.1,-0.19,-0.44,2,-48,981,-8.1,44.1
"2020-02-28 08:10:00",7051," 1582878761,00.00,00001.37,075.2,076.3,-08.5,001.5,03.3,0.639,001.1,000.1,-0.25,-0.31,0002,-046,0981.1,-08.2,44.4  ",1.582879E+09,0,1.37,75.2,76.3,-8.5,1.5,3.3,0.639,1.1,0.1,-0.25,-0.31,2,-46,981.1,-8.2,44.4
"2020-02-28 08:15:00",7052," 1582879061,00.00,00001.37,088.5,087.2,-08.6,001.4,04.1,0.564,001.2,000.1,-0.00,-0.46,0003,-053,0981.1,-08.3,44.5  ",1.582879E+09,0,1.37,88.5,87.2,-8.6,1.4,4.1,0.564,1.2,0.1,-0,-0.46,3,-53,981.1,-8.3,44.5
"2020-02-28 08:20:00",7053," 1582879361,00.00,00001.37,083.5,085.6,-08.7,001.4,03.9,0.575,001.2,000.1,-0.37,-0.39,0002,-060,0980.7,-08.4,44.6  ",1.582879E+09,0,1.37,83.5,85.6,-8.7,1.4,3.9,0.575,1.2,0.1,-0.37,-0.39,2,-60,980.7,-8.4,44.6
"2020-02-28 08:25:00",7054," 1582879661,00.00,00001.37,081.6,082.1,-08.7,001.3,03.7,0.598,001.1,000.1,-0.20,-0.40,0002,-062,0980.7,-08.6,44.8  ",1.58288E+09,0,1.37,81.6,82.1,-8.7,1.3,3.7,0.598,1.1,0.1,-0.2,-0.4,2,-62,980.7,-8.6,44.8
"2020-02-28 08:30:00",7055," 1582879961,00.00,00001.37,077.2,080.9,-08.8,001.3,03.6,0.607,001.1,000.1,-0.55,-0.43,0002,-063,0981.0,-08.6,44.9  ",1.58288E+09,0,1.37,77.2,80.9,-8.8,1.3,3.6,0.607,1.1,0.1,-0.55,-0.43,2,-63,981,-8.6,44.9
"2020-02-28 08:35:00",7056," 1582880261,00.00,00001.37,107.5,105.9,-08.8,001.0,05.5,0.465,001.4,000.1,00.01,-0.42,0002,-066,0980.7,-08.6,44.8  ",1.58288E+09,0,1.37,107.5,105.9,-8.8,1,5.5,0.465,1.4,0.1,0.01,-0.42,2,-66,980.7,-8.6,44.8
"2020-02-28 08:40:00",7057," 1582880561,00.00,00001.37,068.4,071.7,-09.1,001.2,03.0,0.678,001.0,000.1,-0.50,-0.47,0002,-067,0980.9,-08.8,45.1  ",1.582881E+09,0,1.37,68.4,71.7,-9.1,1.2,3,0.678,1,0.1,-0.5,-0.47,2,-67,980.9,-8.8,45.1
"2020-02-28 08:45:00",7058," 1582880861,00.00,00001.37,056.9,059.0,-09.1,001.1,02.1,0.786,000.9,000.1,-0.35,-0.47,0002,-071,0981.2,-08.9,45.2  ",1.582881E+09,0,1.37,56.9,59,-9.1,1.1,2.1,0.786,0.9,0.1,-0.35,-0.47,2,-71,981.2,-8.9,45.2
"2020-02-28 08:50:00",7059," 1582881161,00.00,00001.37,094.0,096.4,-09.2,000.9,04.7,0.514,001.3,000.1,-0.43,-0.37,0002,-073,0981.2,-08.9,45.2  ",1.582881E+09,0,1.37,94,96.4,-9.2,0.9,4.7,0.514,1.3,0.1,-0.43,-0.37,2,-73,981.2,-8.9,45.2
"2020-02-28 08:55:00",7060," 1582881461,00.00,00001.37,063.5,064.5,-09.2,000.9,02.5,0.738,001.0,000.1,-0.24,-0.55,0002,-066,0981.3,-09.0,45.3  ",1.582881E+09,0,1.37,63.5,64.5,-9.2,0.9,2.5,0.738,1,0.1,-0.24,-0.55,2,-66,981.3,-9,45.3
"2020-02-28 09:00:00",7061," 1582881761,00.00,00001.37,071.7,074.3,-09.3,000.8,03.1,0.659,001.1,000.1,-0.42,-0.31,0002,-068,0981.4,-09.0,45.2  ",1.582882E+09,0,1.37,71.7,74.3,-9.3,0.8,3.1,0.659,1.1,0.1,-0.42,-0.31,2,-68,981.4,-9,45.2
"2020-02-28 09:05:00",7062," 1582882061,00.00,00001.37,081.4,082.9,-09.4,000.7,03.7,0.597,001.1,000.1,-0.31,-0.37,0003,-072,0981.3,-09.0,45.3  ",1.582882E+09,0,1.37,81.4,82.9,-9.4,0.7,3.7,0.597,1.1,0.1,-0.31,-0.37,3,-72,981.3,-9,45.3
"2020-02-28 09:10:00",7063," 1582882361,00.00,00001.37,068.5,068.8,-09.5,000.6,02.7,0.704,001.0,000.1,-0.16,-0.30,0002,-072,0981.1,-09.2,45.6  ",1.582882E+09,0,1.37,68.5,68.8,-9.5,0.6,2.7,0.704,1,0.1,-0.16,-0.3,2,-72,981.1,-9.2,45.6
"2020-02-28 09:15:00",7064," 1582882661,00.00,00001.37,079.8,082.0,-09.6,000.5,03.6,0.604,001.1,000.1,-0.39,-0.39,0002,-075,0981.5,-09.3,45.7  ",1.582883E+09,0,1.37,79.8,82,-9.6,0.5,3.6,0.604,1.1,0.1,-0.39,-0.39,2,-75,981.5,-9.3,45.7
"2020-02-28 09:20:00",7065," 1582882961,00.00,00001.37,073.0,074.3,-09.7,000.4,03.1,0.661,001.1,000.1,-0.28,-0.39,0002,-076,0981.7,-09.4,45.7  ",1.582883E+09,0,1.37,73,74.3,-9.7,0.4,3.1,0.661,1.1,0.1,-0.28,-0.39,2,-76,981.7,-9.4,45.7
"2020-02-28 09:25:00",7066," 1582883261,00.00,00001.37,078.0,082.5,-09.7,000.3,03.6,0.602,001.1,000.1,-0.65,-0.48,0002,-071,0981.7,-09.5,45.8  ",1.582883E+09,0,1.37,78,82.5,-9.7,0.3,3.6,0.602,1.1,0.1,-0.65,-0.48,2,-71,981.7,-9.5,45.8
"2020-02-28 09:30:00",7067," 1582883561,00.00,00001.37,095.1,096.7,-09.7,000.2,04.7,0.515,001.3,000.1,-0.35,-0.44,0002,-072,0981.6,-09.4,45.8  ",1.582884E+09,0,1.37,95.1,96.7,-9.7,0.2,4.7,0.515,1.3,0.1,-0.35,-0.44,2,-72,981.6,-9.4,45.8
"2020-02-28 09:35:00",7068," 1582883861,00.00,00001.37,087.1,085.5,-09.6,000.2,03.9,0.582,001.2,000.1,00.05,-0.43,0002,-050,0981.8,-09.4,45.7  ",1.582884E+09,0,1.37,87.1,85.5,-9.6,0.2,3.9,0.582,1.2,0.1,0.05,-0.43,2,-50,981.8,-9.4,45.7
"2020-02-28 09:40:00",7069," 1582884161,00.00,00001.37,081.8,080.1,-09.6,000.3,03.5,0.618,001.1,000.0,00.06,-0.24,0002,-031,0981.9,-09.4,45.6  ",1.582884E+09,0,1.37,81.8,80.1,-9.6,0.3,3.5,0.618,1.1,0,0.06,-0.24,2,-31,981.9,-9.4,45.6
"2020-02-28 09:45:00",7070," 1582884461,00.00,00001.37,064.4,065.4,-09.6,000.3,02.5,0.733,001.0,000.0,-0.23,-0.44,0002,-028,0982.0,-09.4,45.6  ",1.582884E+09,0,1.37,64.4,65.4,-9.6,0.3,2.5,0.733,1,0,-0.23,-0.44,2,-28,982,-9.4,45.6
"2020-02-28 09:50:00",7071," 1582884761,00.00,00001.37,077.7,079.5,-09.6,000.3,03.4,0.622,001.1,000.0,-0.33,-0.56,0002,-022,0982.1,-09.4,45.5  ",1.582885E+09,0,1.37,77.7,79.5,-9.6,0.3,3.4,0.622,1.1,0,-0.33,-0.56,2,-22,982.1,-9.4,45.5
"2020-02-28 09:55:00",7072," 1582885061,00.00,00001.37,085.8,085.1,-09.6,000.4,03.8,0.584,001.2,000.0,-0.05,-0.39,0002,-019,0982.1,-09.4,45.5  ",1.582885E+09,0,1.37,85.8,85.1,-9.6,0.4,3.8,0.584,1.2,0,-0.05,-0.39,2,-19,982.1,-9.4,45.5
"2020-02-28 10:00:00",7073," 1582885361,00.00,00001.37,097.7,098.2,-09.6,000.4,04.8,0.507,001.3,000.0,-0.20,-0.28,0002,-019,0982.2,-09.4,45.5  ",1.582885E+09,0,1.37,97.7,98.2,-9.6,0.4,4.8,0.507,1.3,0,-0.2,-0.28,2,-19,982.2,-9.4,45.5
"2020-02-28 10:05:00",7074," 1582885661,00.00,00001.37,099.0,098.8,-09.6,000.3,04.8,0.504,001.3,000.0,-0.13,-0.25,0002,-018,0982.4,-09.4,45.6  ",1.582886E+09,0,1.37,99,98.8,-9.6,0.3,4.8,0.504,1.3,0,-0.13,-0.25,2,-18,982.4,-9.4,45.6
"2020-02-28 10:10:00",7075," 1582885961,00.00,00001.37,101.4,100.8,-09.6,000.5,05.0,0.494,001.3,000.0,-0.09,-0.39,0003,-020,0982.2,-09.4,45.5  ",1.582886E+09,0,1.37,101.4,100.8,-9.6,0.5,5,0.494,1.3,0,-0.09,-0.39,3,-20,982.2,-9.4,45.5
"2020-02-28 10:15:00",7076," 1582886261,00.00,00001.37,057.9,060.2,-09.6,000.5,02.2,0.778,000.9,000.0,-0.36,-0.27,0002,-026,0982.4,-09.4,45.4  ",1.582886E+09,0,1.37,57.9,60.2,-9.6,0.5,2.2,0.778,0.9,0,-0.36,-0.27,2,-26,982.4,-9.4,45.4
"2020-02-28 10:20:00",7077," 1582886561,00.00,00001.37,080.5,080.7,-09.7,000.5,03.5,0.614,001.1,000.0,-0.16,-0.38,0002,-027,0982.5,-09.4,45.5  ",1.582887E+09,0,1.37,80.5,80.7,-9.7,0.5,3.5,0.614,1.1,0,-0.16,-0.38,2,-27,982.5,-9.4,45.5
"2020-02-28 10:25:00",7078," 1582886861,00.00,00001.37,076.6,076.7,-09.7,000.5,03.2,0.644,001.1,000.1,-0.14,-0.33,0002,-030,0982.7,-09.5,45.6  ",1.582887E+09,0,1.37,76.6,76.7,-9.7,0.5,3.2,0.644,1.1,0.1,-0.14,-0.33,2,-30,982.7,-9.5,45.6
"2020-02-28 10:30:00",7079," 1582887161,00.00,00001.37,089.0,090.0,-09.9,000.5,04.2,0.555,001.2,000.1,-0.25,-0.36,0002,-036,0982.7,-09.6,45.9  ",1.582887E+09,0,1.37,89,90,-9.9,0.5,4.2,0.555,1.2,0.1,-0.25,-0.36,2,-36,982.7,-9.6,45.9
"2020-02-28 10:35:00",7080," 1582887461,00.00,00001.37,098.1,100.0,-10.0,000.3,04.9,0.500,001.3,000.0,-0.36,-0.61,0003,-030,0982.7,-09.8,46.0  ",1.582887E+09,0,1.37,98.1,100,-10,0.3,4.9,0.5,1.3,0,-0.36,-0.61,3,-30,982.7,-9.8,46
"2020-02-28 10:40:00",7081," 1582887761,00.00,00001.37,075.9,076.5,-10.0,000.3,03.2,0.647,001.1,000.1,-0.20,-0.40,0002,-033,0982.8,-09.8,46.0  ",1.582888E+09,0,1.37,75.9,76.5,-10,0.3,3.2,0.647,1.1,0.1,-0.2,-0.4,2,-33,982.8,-9.8,46
"2020-02-28 10:45:00",7082," 1582888061,00.00,00001.37,079.4,079.7,-10.1,000.2,03.4,0.624,001.1,000.0,-0.16,-0.30,0002,-027,0982.9,-09.9,46.1  ",1.582888E+09,0,1.37,79.4,79.7,-10.1,0.2,3.4,0.624,1.1,0,-0.16,-0.3,2,-27,982.9,-9.9,46.1
"2020-02-28 10:50:00",7083," 1582888361,00.00,00001.37,085.5,086.4,-10.2,-00.1,03.9,0.579,001.2,000.1,-0.24,-0.45,0002,-037,0983.0,-10.0,46.3  ",1.582888E+09,0,1.37,85.5,86.4,-10.2,-0.1,3.9,0.579,1.2,0.1,-0.24,-0.45,2,-37,983,-10,46.3
"2020-02-28 10:55:00",7084," 1582888661,00.00,00001.37,084.4,084.9,-10.2,000.1,03.8,0.589,001.2,000.0,-0.19,-0.39,0003,-019,0982.9,-10.0,46.1  ",1.582889E+09,0,1.37,84.4,84.9,-10.2,0.1,3.8,0.589,1.2,0,-0.19,-0.39,3,-19,982.9,-10,46.1
"2020-02-28 11:00:00",7085," 1582888961,00.00,00001.37,071.0,071.0,-10.2,000.1,02.8,0.691,001.0,000.0,-0.12,-0.40,0002,-017,0983.1,-10.0,46.1  ",1.582889E+09,0,1.37,71,71,-10.2,0.1,2.8,0.691,1,0,-0.12,-0.4,2,-17,983.1,-10,46.1
"2020-02-28 11:05:00",7086," 1582889261,00.00,00001.37,080.1,081.9,-10.3,000.0,03.6,0.609,001.1,000.1,-0.34,-0.42,0002,-042,0983.1,-10.0,46.1  ",1.582889E+09,0,1.37,80.1,81.9,-10.3,0,3.6,0.609,1.1,0.1,-0.34,-0.42,2,-42,983.1,-10,46.1
"2020-02-28 11:10:00",7087," 1582889561,00.00,00001.37,078.6,079.0,-10.3,-00.0,03.4,0.630,001.1,000.0,-0.18,-0.43,0002,-021,0983.1,-10.0,46.2  ",1.58289E+09,0,1.37,78.6,79,-10.3,-0,3.4,0.63,1.1,0,-0.18,-0.43,2,-21,983.1,-10,46.2
"2020-02-28 11:15:00",7088," 1582889861,00.00,00001.37,081.5,084.5,-10.3,-00.1,03.7,0.593,001.2,000.0,-0.47,-0.45,0002,-020,0983.2,-10.1,46.2  ",1.58289E+09,0,1.37,81.5,84.5,-10.3,-0.1,3.7,0.593,1.2,0,-0.47,-0.45,2,-20,983.2,-10.1,46.2
"2020-02-28 11:20:00",7089," 1582890161,00.00,00001.37,090.4,089.5,-10.4,-00.1,04.1,0.561,001.2,000.1,-0.04,-0.26,0003,-032,0983.2,-10.2,46.3  ",1.58289E+09,0,1.37,90.4,89.5,-10.4,-0.1,4.1,0.561,1.2,0.1,-0.04,-0.26,3,-32,983.2,-10.2,46.3
"2020-02-28 11:25:00",7090," 1582890461,00.00,00001.37,108.8,107.7,-10.5,-00.2,05.5,0.466,001.4,000.0,-0.04,-0.48,0002,-019,0983.2,-10.3,46.5  ",1.58289E+09,0,1.37,108.8,107.7,-10.5,-0.2,5.5,0.466,1.4,0,-0.04,-0.48,2,-19,983.2,-10.3,46.5
"2020-02-28 11:30:00",7091," 1582890761,00.00,00001.37,063.1,063.8,-10.6,-00.1,02.4,0.753,001.0,000.0,-0.20,-0.32,0003,-032,0983.2,-10.3,46.5  ",1.582891E+09,0,1.37,63.1,63.8,-10.6,-0.1,2.4,0.753,1,0,-0.2,-0.32,3,-32,983.2,-10.3,46.5
"2020-02-28 11:35:00",7092," 1582891061,00.00,00001.37,073.1,074.3,-10.6,-00.5,03.0,0.667,001.1,000.0,-0.26,-0.46,0004,-021,0983.2,-10.3,46.5  ",1.582891E+09,0,1.37,73.1,74.3,-10.6,-0.5,3,0.667,1.1,0,-0.26,-0.46,4,-21,983.2,-10.3,46.5
"2020-02-28 11:40:00",7093," 1582891361,00.00,00001.37,092.5,093.3,-10.5,-00.2,04.4,0.539,001.2,000.0,-0.22,-0.33,0005,-019,0983.3,-10.3,46.5  ",1.582891E+09,0,1.37,92.5,93.3,-10.5,-0.2,4.4,0.539,1.2,0,-0.22,-0.33,5,-19,983.3,-10.3,46.5
"2020-02-28 11:45:00",7094," 1582891661,00.00,00001.37,081.9,084.1,-10.5,-00.2,03.7,0.596,001.2,000.0,-0.38,-0.43,0007,-026,0983.5,-10.3,46.4  ",1.582892E+09,0,1.37,81.9,84.1,-10.5,-0.2,3.7,0.596,1.2,0,-0.38,-0.43,7,-26,983.5,-10.3,46.4
"2020-02-28 11:50:00",7095," 1582891961,00.00,00001.37,088.6,086.0,-10.6,-00.3,03.8,0.584,001.2,-00.0,00.17,-0.43,0010,-014,0983.4,-10.3,46.4  ",1.582892E+09,0,1.37,88.6,86,-10.6,-0.3,3.8,0.584,1.2,-0,0.17,-0.43,10,-14,983.4,-10.3,46.4
"2020-02-28 11:55:00",7096," 1582892261,00.00,00001.37,099.3,096.6,-10.6,-00.3,04.6,0.522,001.3,-00.0,00.17,-0.24,0012,-013,0983.6,-10.4,46.5  ",1.582892E+09,0,1.37,99.3,96.6,-10.6,-0.3,4.6,0.522,1.3,-0,0.17,-0.24,12,-13,983.6,-10.4,46.5
"2020-02-28 12:00:00",7097," 1582892561,00.00,00001.37,087.0,086.5,-10.5,000.0,03.9,0.581,001.2,-00.1,-0.07,-0.24,0019,-022,0983.8,-10.3,46.3  ",1.582893E+09,0,1.37,87,86.5,-10.5,0,3.9,0.581,1.2,-0.1,-0.07,-0.24,19,-22,983.8,-10.3,46.3
"2020-02-28 12:05:00",7098," 1582892861,00.00,00001.37,078.0,077.9,-10.5,-00.4,03.3,0.640,001.1,-00.1,-0.10,-0.40,0026,-033,0983.6,-10.3,46.3  ",1.582893E+09,0,1.37,78,77.9,-10.5,-0.4,3.3,0.64,1.1,-0.1,-0.1,-0.4,26,-33,983.6,-10.3,46.3
"2020-02-28 12:10:00",7099," 1582893162,00.00,00001.37,101.1,100.9,-10.5,-00.4,04.9,0.499,001.3,-00.2,-0.11,-0.45,0038,-030,0983.9,-10.4,46.4  ",1.582893E+09,0,1.37,101.1,100.9,-10.5,-0.4,4.9,0.499,1.3,-0.2,-0.11,-0.45,38,-30,983.9,-10.4,46.4
"2020-02-28 12:15:00",7100," 1582893461,00.00,00001.37,088.0,090.4,-10.4,-00.2,04.2,0.556,001.2,-00.3,-0.36,-0.48,0067,-039,0983.6,-10.3,46.3  ",1.582893E+09,0,1.37,88,90.4,-10.4,-0.2,4.2,0.556,1.2,-0.3,-0.36,-0.48,67,-39,983.6,-10.3,46.3
"2020-02-28 12:20:00",7101," 1582893761,00.00,00001.37,074.0,075.1,-10.3,-00.0,03.1,0.660,001.1,-00.4,-0.19,-0.47,0086,-037,0983.9,-10.0,45.8  ",1.582894E+09,0,1.37,74,75.1,-10.3,-0,3.1,0.66,1.1,-0.4,-0.19,-0.47,86,-37,983.9,-10,45.8
"2020-02-28 12:25:00",7102," 1582894061,00.00,00001.37,071.3,076.1,-10.1,000.1,03.2,0.651,001.1,-00.6,-0.58,-0.33,0116,-035,0983.9,-09.9,45.7  ",1.582894E+09,0,1.37,71.3,76.1,-10.1,0.1,3.2,0.651,1.1,-0.6,-0.58,-0.33,116,-35,983.9,-9.9,45.7
"2020-02-28 12:30:00",7103," 1582894361,00.00,00001.37,091.9,096.1,-10.1,000.2,04.6,0.522,001.3,-00.5,-0.55,-0.43,0096,-022,0984.0,-10.0,45.9  ",1.582894E+09,0,1.37,91.9,96.1,-10.1,0.2,4.6,0.522,1.3,-0.5,-0.55,-0.43,96,-22,984,-10,45.9
"2020-02-28 12:35:00",7104," 1582894661,00.00,00001.37,076.1,077.5,-10.2,000.4,03.3,0.642,001.1,-00.4,-0.23,-0.53,0076,-021,0984.0,-10.1,46.0  ",1.582895E+09,0,1.37,76.1,77.5,-10.2,0.4,3.3,0.642,1.1,-0.4,-0.23,-0.53,76,-21,984,-10.1,46
"2020-02-28 12:40:00",7105," 1582894961,00.00,00001.37,077.9,078.7,-10.2,000.4,03.4,0.632,001.1,-00.5,-0.16,-0.41,0086,-022,0984.0,-10.0,45.8  ",1.582895E+09,0,1.37,77.9,78.7,-10.2,0.4,3.4,0.632,1.1,-0.5,-0.16,-0.41,86,-22,984,-10,45.8
"2020-02-28 12:45:00",7106," 1582895261,00.00,00001.37,061.1,064.3,-10.0,000.5,02.4,0.746,001.0,-00.4,-0.41,-0.31,0075,-012,0984.3,-09.8,45.5  ",1.582895E+09,0,1.37,61.1,64.3,-10,0.5,2.4,0.746,1,-0.4,-0.41,-0.31,75,-12,984.3,-9.8,45.5
"2020-02-28 12:50:00",7107," 1582895561,00.00,00001.37,087.3,087.4,-10.2,000.5,04.0,0.573,001.2,-00.5,-0.09,-0.45,0090,-032,0984.4,-09.9,45.7  ",1.582896E+09,0,1.37,87.3,87.4,-10.2,0.5,4,0.573,1.2,-0.5,-0.09,-0.45,90,-32,984.4,-9.9,45.7
"2020-02-28 12:55:00",7108," 1582895861,00.00,00001.37,076.6,081.4,-10.0,000.6,03.6,0.612,001.1,-00.6,-0.60,-0.44,0111,-018,0984.3,-09.8,45.4  ",1.582896E+09,0,1.37,76.6,81.4,-10,0.6,3.6,0.612,1.1,-0.6,-0.6,-0.44,111,-18,984.3,-9.8,45.4
"2020-02-28 13:00:00",7109," 1582896161,00.00,00001.37,082.9,081.2,-10.0,000.7,03.5,0.613,001.1,-00.6,00.13,-0.31,0107,-028,0984.4,-09.8,45.4  ",1.582896E+09,0,1.37,82.9,81.2,-10,0.7,3.5,0.613,1.1,-0.6,0.13,-0.31,107,-28,984.4,-9.8,45.4
"2020-02-28 13:05:00",7110," 1582896461,00.00,00001.37,080.9,081.9,-09.8,000.8,03.6,0.607,001.1,-00.8,-0.15,-0.43,0141,-029,0984.3,-09.5,45.0  ",1.582897E+09,0,1.37,80.9,81.9,-9.8,0.8,3.6,0.607,1.1,-0.8,-0.15,-0.43,141,-29,984.3,-9.5,45
"2020-02-28 13:10:00",7111," 1582896761,00.00,00001.37,085.8,089.5,-09.9,000.7,04.1,0.558,001.2,-00.7,-0.47,-0.30,0131,-020,0984.3,-10.0,45.7  ",1.582897E+09,0,1.37,85.8,89.5,-9.9,0.7,4.1,0.558,1.2,-0.7,-0.47,-0.3,131,-20,984.3,-10,45.7
