"TOA5","CR6Series","CR6","10158","CR6.Std.09.02 CR6-WIFI.04.00.01","CPU:McGill_University_Program_Version32.CR6 Feb 3rd.cr6","64318","TPS_3100_Data"
"TIMESTAMP","RECORD","RX","TPS_Time_Sec","TPS_Precip_Rate_1minAvg_mmHr","TPS_Total_Accum_mm","TPS_Pwr_Sensor_W","TPS_Pwr_Ref_W","TPS_Amb_Temp_C","TPS_Enc_Temp_C","TPS_Wind_Spd_ms","TPS_Coll_Eff","TPS_Pwr_Offset_W","TPS_Pwr_OffsetRad_W","TPS_Raw_Precip_Rate_1minAvg_mmHr","TPS_Raw_Precip_Rate_5minAvg_mmHr","TPS_Solar_Rad_Wm2","TPS_Net_Rad_Wm2","TPS_Baro_Press_mbar","TPS_Air_Temp_C","TPS_RH_perc"
"TS","RN","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-02-28 22:50:00",7227," 1582931562,00.00,00001.38,028.1,027.4,-07.9,002.1,00.5,0.995,000.6,000.0,00.01,-0.20,0002,-021,0988.4,-07.3,41.4  ",1.582932E+09,0,1.38,28.1,27.4,-7.9,2.1,0.5,0.995,0.6,0,0.01,-0.2,2,-21,988.4,-7.3,41.4
"2020-02-28 22:55:00",7228," 1582931862,00.00,00001.38,037.9,035.7,-07.7,002.0,00.9,0.962,000.7,000.0,00.17,-0.24,0003,-022,0988.6,-07.1,41.2  ",1.582932E+09,0,1.38,37.9,35.7,-7.7,2,0.9,0.962,0.7,0,0.17,-0.24,3,-22,988.6,-7.1,41.2
"2020-02-28 23:00:00",7229," 1582932162,00.00,00001.38,056.5,052.2,-07.7,002.0,01.8,0.841,000.8,000.1,00.37,-0.06,0003,-051,0988.6,-07.3,41.4  ",1.582932E+09,0,1.38,56.5,52.2,-7.7,2,1.8,0.841,0.8,0.1,0.37,-0.06,3,-51,988.6,-7.3,41.4
"2020-02-28 23:05:00",7230," 1582932462,00.00,00001.38,044.3,044.9,-07.8,001.9,01.4,0.902,000.8,000.1,-0.16,-0.18,0002,-040,0988.7,-07.5,41.7  ",1.582932E+09,0,1.38,44.3,44.9,-7.8,1.9,1.4,0.902,0.8,0.1,-0.16,-0.18,2,-40,988.7,-7.5,41.7
"2020-02-28 23:10:00",7231," 1582932762,00.00,00001.38,038.7,038.3,-07.9,001.9,01.0,0.948,000.7,000.1,-0.04,-0.25,0002,-051,0988.7,-07.5,41.7  ",1.582933E+09,0,1.38,38.7,38.3,-7.9,1.9,1,0.948,0.7,0.1,-0.04,-0.25,2,-51,988.7,-7.5,41.7
"2020-02-28 23:15:00",7232," 1582933062,00.00,00001.38,044.4,043.4,-07.8,001.8,01.3,0.913,000.8,000.0,00.02,-0.00,0002,-020,0988.8,-07.3,41.4  ",1.582933E+09,0,1.38,44.4,43.4,-7.8,1.8,1.3,0.913,0.8,0,0.02,-0,2,-20,988.8,-7.3,41.4
"2020-02-28 23:20:00",7233," 1582933362,00.00,00001.38,025.2,022.7,-07.7,001.9,00.4,1.000,000.6,000.1,00.22,-0.12,0002,-033,0988.8,-07.2,41.1  ",1.582933E+09,0,1.38,25.2,22.7,-7.7,1.9,0.4,1,0.6,0.1,0.22,-0.12,2,-33,988.8,-7.2,41.1
"2020-02-28 23:25:00",7234," 1582933662,00.00,00001.38,041.5,041.7,-07.8,001.8,01.2,0.925,000.7,000.1,-0.11,-0.14,0002,-068,0988.9,-07.3,41.4  ",1.582934E+09,0,1.38,41.5,41.7,-7.8,1.8,1.2,0.925,0.7,0.1,-0.11,-0.14,2,-68,988.9,-7.3,41.4
"2020-02-28 23:30:00",7235," 1582933962,00.00,00001.38,030.9,030.0,-08.1,001.7,00.6,0.988,000.6,000.1,00.02,-0.12,0002,-076,0988.9,-07.8,42.2  ",1.582934E+09,0,1.38,30.9,30,-8.1,1.7,0.6,0.988,0.6,0.1,0.02,-0.12,2,-76,988.9,-7.8,42.2
"2020-02-28 23:35:00",7236," 1582934262,00.00,00001.38,035.7,033.4,-08.4,001.6,00.8,0.975,000.7,000.1,00.17,-0.08,0003,-075,0988.9,-07.7,42.0  ",1.582934E+09,0,1.38,35.7,33.4,-8.4,1.6,0.8,0.975,0.7,0.1,0.17,-0.08,3,-75,988.9,-7.7,42
"2020-02-28 23:40:00",7237," 1582934562,00.00,00001.38,047.7,046.6,-08.5,001.4,01.4,0.891,000.8,000.1,00.02,-0.19,0003,-079,0989.0,-07.9,42.3  ",1.582935E+09,0,1.38,47.7,46.6,-8.5,1.4,1.4,0.891,0.8,0.1,0.02,-0.19,3,-79,989,-7.9,42.3
"2020-02-28 23:45:00",7238," 1582934862,00.00,00001.38,029.1,029.3,-08.7,001.2,00.6,0.990,000.6,000.2,-0.11,-0.14,0002,-080,0988.9,-08.0,42.4  ",1.582935E+09,0,1.38,29.1,29.3,-8.7,1.2,0.6,0.99,0.6,0.2,-0.11,-0.14,2,-80,988.9,-8,42.4
"2020-02-28 23:50:00",7239," 1582935162,00.00,00001.38,036.6,036.2,-08.8,001.0,00.9,0.962,000.7,000.2,-0.05,-0.07,0002,-079,0989.0,-08.2,42.5  ",1.582935E+09,0,1.38,36.6,36.2,-8.8,1,0.9,0.962,0.7,0.2,-0.05,-0.07,2,-79,989,-8.2,42.5
"2020-02-28 23:55:00",7240," 1582935462,00.00,00001.38,040.7,037.9,-08.9,000.8,01.0,0.952,000.7,000.2,00.22,-0.19,0002,-079,0989.1,-08.2,42.6  ",1.582935E+09,0,1.38,40.7,37.9,-8.9,0.8,1,0.952,0.7,0.2,0.22,-0.19,2,-79,989.1,-8.2,42.6
