"TOA5","CR6Series","CR6","10158","CR6.Std.09.02 CR6-WIFI.04.00.01","CPU:McGill_University_Program_Version34 May 7 2020.CR6","30372","SR50A_Data"
"TIMESTAMP","RECORD","SR50A_SnowDepth","Corrected_Dist_To_Ground","SR50A_QualityVal"
"TS","RN","m","",""
"","","Smp","Smp","Smp"
"2020-05-15 10:12:00",10983,-0.018,2.745,188
"2020-05-15 10:13:00",10984,-0.018,2.745,188
"2020-05-15 10:14:00",10985,-0.018,2.745,188
"2020-05-15 10:15:00",10986,-0.018,2.745,188
"2020-05-15 10:16:00",10987,-0.018,2.745,188
"2020-05-15 10:17:00",10988,-0.018,2.745,188
"2020-05-15 10:18:00",10989,-0.018,2.745,188
"2020-05-15 10:19:00",10990,-0.018,2.745,188
"2020-05-15 10:20:00",10991,-0.018,2.745,188
"2020-05-15 10:21:00",10992,-0.018,2.745,188
"2020-05-15 10:22:00",10993,-0.018,2.745,188
"2020-05-15 10:23:00",10994,-0.018,2.745,188
"2020-05-15 10:24:00",10995,-0.018,2.745,188
"2020-05-15 10:25:00",10996,-0.018,2.745,188
"2020-05-15 10:26:00",10997,-0.018,2.745,188
"2020-05-15 10:27:00",10998,-0.018,2.745,188
"2020-05-15 10:28:00",10999,-0.018,2.745,188
"2020-05-15 10:29:00",11000,-0.018,2.745,188
"2020-05-15 10:30:00",11001,-0.018,2.745,188
"2020-05-15 10:31:00",11002,-0.018,2.745,188
"2020-05-15 10:32:00",11003,-0.018,2.745,188
"2020-05-15 10:33:00",11004,-0.018,2.745,188
"2020-05-15 10:34:00",11005,-0.018,2.745,188
"2020-05-15 10:35:00",11006,-0.018,2.745,188
"2020-05-15 10:36:00",11007,-0.018,2.745,188
"2020-05-15 10:37:00",11008,-0.018,2.745,188
"2020-05-15 10:38:00",11009,-0.018,2.745,188
"2020-05-15 10:39:00",11010,-0.018,2.745,188
"2020-05-15 10:40:00",11011,-0.018,2.745,188
"2020-05-15 10:41:00",11012,-0.01,2.737,218
"2020-05-15 10:42:00",11013,-0.01,2.737,218
"2020-05-15 10:43:00",11014,-0.01,2.737,218
"2020-05-15 10:44:00",11015,-0.01,2.737,218
"2020-05-15 10:45:00",11016,-0.01,2.737,218
"2020-05-15 10:46:00",11017,-0.01,2.737,218
"2020-05-15 10:47:00",11018,-0.01,2.737,218
"2020-05-15 10:48:00",11019,-0.01,2.737,218
"2020-05-15 10:49:00",11020,-0.01,2.737,218
"2020-05-15 10:50:00",11021,-0.01,2.737,218
"2020-05-15 10:51:00",11022,-0.01,2.737,218
"2020-05-15 10:52:00",11023,-0.01,2.737,218
"2020-05-15 10:53:00",11024,-0.01,2.737,218
"2020-05-15 10:54:00",11025,-0.01,2.737,218
"2020-05-15 10:55:00",11026,-0.01,2.737,218
"2020-05-15 10:56:00",11027,-0.01,2.737,218
"2020-05-15 10:57:00",11028,-0.01,2.737,218
"2020-05-15 10:58:00",11029,-0.01,2.737,218
"2020-05-15 10:59:00",11030,-0.01,2.737,218
"2020-05-15 11:00:00",11031,-0.01,2.737,218
"2020-05-15 11:01:00",11032,-0.01,2.737,218
"2020-05-15 11:02:00",11033,-0.01,2.737,218
"2020-05-15 11:03:00",11034,-0.01,2.737,218
"2020-05-15 11:04:00",11035,-0.01,2.737,218
"2020-05-15 11:05:00",11036,-0.01,2.737,218
"2020-05-15 11:06:00",11037,-0.01,2.737,218
"2020-05-15 11:07:00",11038,-0.01,2.737,218
"2020-05-15 11:08:00",11039,-0.01,2.737,218
"2020-05-15 11:09:00",11040,-0.01,2.737,218
"2020-05-15 11:10:00",11041,-0.012,2.739,205
"2020-05-15 11:11:00",11042,-0.012,2.739,205
"2020-05-15 11:12:00",11043,-0.012,2.739,205
"2020-05-15 11:13:00",11044,-0.012,2.739,205
"2020-05-15 11:14:00",11045,-0.012,2.739,205
"2020-05-15 11:15:00",11046,-0.012,2.739,205
"2020-05-15 11:16:00",11047,-0.012,2.739,205
"2020-05-15 11:17:00",11048,-0.012,2.739,205
"2020-05-15 11:18:00",11049,-0.012,2.739,205
"2020-05-15 11:19:00",11050,-0.012,2.739,205
"2020-05-15 11:20:00",11051,-0.012,2.739,205
"2020-05-15 11:21:00",11052,-0.012,2.739,205
"2020-05-15 11:22:00",11053,-0.012,2.739,205
"2020-05-15 11:23:00",11054,-0.012,2.739,205
"2020-05-15 11:24:00",11055,-0.012,2.739,205
"2020-05-15 11:25:00",11056,-0.012,2.739,205
"2020-05-15 11:26:00",11057,-0.012,2.739,205
"2020-05-15 11:27:00",11058,-0.012,2.739,205
"2020-05-15 11:28:00",11059,-0.012,2.739,205
"2020-05-15 11:29:00",11060,-0.012,2.739,205
"2020-05-15 11:30:00",11061,-0.012,2.739,205
"2020-05-15 11:31:00",11062,-0.012,2.739,205
"2020-05-15 11:32:00",11063,-0.012,2.739,205
"2020-05-15 11:33:00",11064,-0.012,2.739,205
"2020-05-15 11:34:00",11065,-0.012,2.739,205
"2020-05-15 11:35:00",11066,-0.012,2.739,205
"2020-05-15 11:36:00",11067,-0.012,2.739,205
"2020-05-15 11:37:00",11068,-0.012,2.739,205
"2020-05-15 11:38:00",11069,-0.012,2.739,205
"2020-05-15 11:39:00",11070,-0.015,2.741,206
"2020-05-15 11:40:00",11071,-0.015,2.741,206
"2020-05-15 11:41:00",11072,-0.015,2.741,206
"2020-05-15 11:42:00",11073,-0.015,2.741,206
"2020-05-15 11:43:00",11074,-0.015,2.741,206
"2020-05-15 11:44:00",11075,-0.015,2.741,206
"2020-05-15 11:45:00",11076,-0.015,2.741,206
"2020-05-15 11:46:00",11077,-0.015,2.741,206
"2020-05-15 11:47:00",11078,-0.015,2.741,206
"2020-05-15 11:48:00",11079,-0.015,2.741,206
"2020-05-15 11:49:00",11080,-0.015,2.741,206
"2020-05-15 11:50:00",11081,-0.015,2.741,206
"2020-05-15 11:51:00",11082,-0.015,2.741,206
"2020-05-15 11:52:00",11083,-0.015,2.741,206
"2020-05-15 11:53:00",11084,-0.015,2.741,206
"2020-05-15 11:54:00",11085,-0.015,2.741,206
"2020-05-15 11:55:00",11086,-0.015,2.741,206
"2020-05-15 11:56:00",11087,-0.015,2.741,206
"2020-05-15 11:57:00",11088,-0.015,2.741,206
"2020-05-15 11:58:00",11089,-0.015,2.741,206
"2020-05-15 11:59:00",11090,-0.015,2.741,206
"2020-05-15 12:00:00",11091,-0.015,2.741,206
"2020-05-15 12:01:00",11092,-0.015,2.741,206
"2020-05-15 12:02:00",11093,-0.015,2.741,206
"2020-05-15 12:03:00",11094,-0.015,2.741,206
"2020-05-15 12:04:00",11095,-0.015,2.741,206
"2020-05-15 12:05:00",11096,-0.015,2.741,206
"2020-05-15 12:06:00",11097,-0.015,2.741,206
"2020-05-15 12:07:00",11098,-0.015,2.741,206
"2020-05-15 12:08:00",11099,-0.006,2.733,185
"2020-05-15 12:09:00",11100,-0.006,2.733,185
"2020-05-15 12:10:00",11101,-0.006,2.733,185
"2020-05-15 12:11:00",11102,-0.006,2.733,185
"2020-05-15 12:12:00",11103,-0.006,2.733,185
